NewTask,java mean median mode,,,,,,,,,,,,,,,,,,,,,,
java create bar chart,stackoverflow.com/questions/4191687/how-to-calculate-mean-median-mode-and-range-from-a-set-of-numbers,,,,,,,,,,,,,,,,,,,,,,
java create pie chart,www.tutorialspoint.com/jfreechart/jfreechart_bar_chart.htm,,,Time Til Paste 4,What Start 4,What End 4,Why Start 4,Why End 4,,,,,,,,,,,,,,,
java take user input from command line in a loop,docs.oracle.com/javafx/2/charts/pie-chart.htm,,,,,,,,,,,,,,,,,,,,,,
java switch case example,www.coderanch.com/t/411174/java/java/Continious-user-input,alvinalexander.com/java/edu/pj/pj010005,www.coderanch.com/t/411174/java/java/Continious-user-input,,,,,,,,,,,,,,,,,,,,
java increment integer,https://examples.javacodegeeks.com/java-basics/switch-statement/java-switch-case-example/,https://docs.oracle.com/javase/tutorial/java/nutsandbolts/switch.html,https://examples.javacodegeeks.com/java-basics/switch-statement/java-switch-case-example/,,,,,,,,,,,,,,,,,,,,
java increment integer in hashmap,stackoverflow.com/questions/3815173/increment-a-integers-int-value,,,,,,,,,,,,,,,,,,,,,,
