NewTask,sketching program in java
java drawing program,math.hws.edu/eck/cs124/javanotes6/source/SimplePaint.java,www.java2s.com/Tutorial/Java/0261__2D-Graphics/TheSimpleDrawapplication.htm,cs.lmu.edu/~ray/notes/javagraphics,stackoverflow.com/questions/11440521/mouse-drawing-program-java,wphooper.com/java/tutorial/source/Graphics/html/simplermouseinteraction/Drawing.php,https://docs.oracle.com/javase/tutorial/2d/basic2d,https://docs.oracle.com/javase/tutorial/2d/basic2d/examples/WeatherWizard.java
